,Customer_Age,Dependent_count,Education_Level,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Education_Level_NA,Income_Category_NA,Marital_Status,Gender
4651,54.0,3.0,0.0,1.0,0.0,41.0,3.0,1.0,3.0,2488.0,2196.0,292.0,0.733,4361.0,75.0,0.63,0.883,0.0,0.0,Married,M
4652,41.0,3.0,5.0,4.0,0.0,28.0,4.0,2.0,3.0,6314.0,0.0,6314.0,0.903,2718.0,44.0,0.63,0.0,0.0,0.0,Married,F
4653,53.0,0.0,3.0,2.0,0.0,35.0,3.0,1.0,3.0,17721.0,596.0,17125.0,0.694,14409.0,83.0,0.844,0.034,0.0,0.0,Married,F
4654,45.0,4.0,3.0,2.0,0.0,36.0,6.0,1.0,2.0,5989.0,0.0,5989.0,0.668,4246.0,78.0,0.857,0.0,0.0,1.0,Married,M
4655,55.0,0.0,1.0,2.0,0.0,46.0,6.0,1.0,2.0,9734.0,0.0,9734.0,0.785,1476.0,38.0,0.9,0.0,0.0,0.0,Married,M
4656,38.0,1.0,1.0,0.0,0.0,28.0,3.0,3.0,3.0,4196.0,731.0,3465.0,0.485,1868.0,30.0,0.2,0.174,0.0,0.0,Single,M
4657,53.0,1.0,3.0,3.0,0.0,42.0,5.0,5.0,4.0,6514.0,978.0,5536.0,0.843,3084.0,63.0,0.658,0.15,0.0,0.0,Divorced,F
4658,52.0,2.0,2.0,1.0,0.0,40.0,5.0,3.0,1.0,1438.3,0.0,1438.3,0.825,4700.0,92.0,0.704,0.0,0.0,0.0,Single,F
4659,39.0,2.0,3.0,1.0,0.0,28.0,3.0,1.0,1.0,7093.0,2517.0,4576.0,0.745,13937.0,120.0,0.846,0.355,0.0,0.0,Single,M
4660,37.0,2.0,1.0,1.0,0.0,31.0,6.0,3.0,4.0,3216.0,0.0,3216.0,0.683,4039.0,81.0,1.077,0.0,0.0,0.0,Single,M
4661,50.0,3.0,1.0,1.0,0.0,40.0,1.0,3.0,3.0,3367.0,1747.0,1620.0,0.769,5657.0,91.0,0.517,0.519,0.0,0.0,Married,F
4662,41.0,3.0,5.0,2.0,0.0,30.0,4.0,1.0,3.0,13602.0,0.0,13602.0,0.699,3582.0,69.0,0.683,0.0,0.0,0.0,Married,M
4663,54.0,1.0,3.0,1.0,0.0,41.0,3.0,3.0,3.0,1874.0,0.0,1874.0,0.806,2535.0,55.0,0.618,0.0,0.0,1.0,Single,F
4664,60.0,0.0,5.0,0.0,0.0,45.0,5.0,2.0,4.0,1438.3,648.0,790.3,0.477,1267.0,27.0,1.077,0.451,0.0,0.0,Married,M
4665,56.0,1.0,0.0,2.0,0.0,43.0,5.0,1.0,4.0,3110.0,2378.0,732.0,0.974,3395.0,75.0,0.829,0.765,0.0,0.0,Divorced,M
4666,43.0,4.0,2.0,1.0,0.0,39.0,5.0,1.0,2.0,6111.0,2517.0,3594.0,0.632,1221.0,16.0,2.2,0.412,1.0,0.0,,
4667,48.0,3.0,2.0,0.0,0.0,40.0,2.0,6.0,1.0,2337.0,0.0,2337.0,0.586,5203.0,90.0,0.765,0.0,0.0,1.0,Single,F
4668,37.0,3.0,0.0,2.0,0.0,36.0,5.0,2.0,0.0,22352.0,2517.0,19835.0,3.355,1350.0,24.0,1.182,0.113,0.0,0.0,,
4669,49.0,3.0,3.0,0.0,0.0,39.0,4.0,2.0,0.0,4389.0,981.0,3408.0,0.65,3598.0,75.0,0.705,0.224,0.0,0.0,Married,M
4670,47.0,5.0,4.0,0.0,0.0,37.0,2.0,3.0,3.0,9430.0,0.0,9430.0,0.68,4115.0,75.0,0.923,0.0,0.0,0.0,,
4671,42.0,4.0,2.0,1.0,0.0,36.0,3.0,3.0,2.0,2502.0,1488.0,1014.0,0.56,3763.0,75.0,0.875,0.595,0.0,0.0,,
4672,61.0,0.0,0.0,1.0,0.0,49.0,1.0,2.0,3.0,2228.0,1480.0,748.0,0.533,4431.0,71.0,0.651,0.664,0.0,0.0,,
4673,60.0,0.0,0.0,1.0,0.0,46.0,6.0,2.0,1.0,1781.0,1551.0,230.0,0.722,3527.0,66.0,0.61,0.871,1.0,0.0,Single,M
4674,44.0,2.0,0.0,3.0,1.0,36.0,2.0,3.0,3.0,34516.0,569.0,33947.0,0.919,8570.0,68.0,0.789,0.016,0.0,0.0,Single,F
4675,49.0,1.0,3.0,3.0,0.0,42.0,6.0,2.0,1.0,17764.0,1459.0,16305.0,0.964,2750.0,57.0,0.9,0.082,0.0,0.0,Married,M
4676,42.0,3.0,0.0,0.0,0.0,28.0,6.0,2.0,4.0,2029.0,1377.0,652.0,0.838,4014.0,86.0,0.686,0.679,0.0,0.0,Divorced,F
4677,45.0,1.0,0.0,4.0,0.0,39.0,4.0,2.0,2.0,3133.0,1510.0,1623.0,0.609,1435.0,38.0,0.462,0.482,0.0,0.0,Single,M
4678,53.0,2.0,1.0,0.0,0.0,36.0,2.0,3.0,2.0,2156.0,1198.0,958.0,0.507,5092.0,95.0,0.759,0.556,0.0,0.0,Married,F
4679,60.0,1.0,3.0,1.0,0.0,48.0,3.0,3.0,4.0,5362.0,2057.0,3305.0,0.763,4205.0,83.0,0.766,0.384,1.0,0.0,Single,F
4680,46.0,2.0,0.0,3.0,0.0,38.0,4.0,5.0,2.0,11434.0,0.0,11434.0,0.84,4520.0,83.0,0.844,0.0,0.0,0.0,Married,F
4681,45.0,5.0,4.0,3.0,1.0,39.0,2.0,2.0,3.0,34516.0,1964.0,32552.0,0.624,2234.0,49.0,0.361,0.057,1.0,0.0,Single,F
4682,32.0,4.0,1.0,0.0,0.0,22.0,6.0,3.0,3.0,1438.3,1056.0,382.3,0.986,4885.0,78.0,1.053,0.734,1.0,0.0,Married,F
4683,44.0,3.0,3.0,1.0,0.0,36.0,4.0,2.0,3.0,9465.0,0.0,9465.0,0.657,3675.0,59.0,1.107,0.0,1.0,0.0,Married,M
4684,59.0,0.0,3.0,1.0,0.0,48.0,4.0,2.0,2.0,1638.0,0.0,1638.0,0.533,1536.0,44.0,0.63,0.0,0.0,0.0,,
4685,48.0,4.0,4.0,1.0,0.0,29.0,6.0,1.0,2.0,2916.0,1074.0,1842.0,0.774,4020.0,84.0,0.68,0.368,0.0,0.0,Single,F
4686,41.0,3.0,3.0,2.0,0.0,30.0,3.0,1.0,1.0,2888.0,1676.0,1212.0,0.534,3798.0,58.0,0.812,0.58,1.0,0.0,Divorced,M
4687,51.0,3.0,1.0,0.0,0.0,40.0,6.0,3.0,3.0,7540.0,773.0,6767.0,0.688,4755.0,58.0,0.706,0.103,0.0,0.0,Married,F
4688,41.0,3.0,1.0,3.0,0.0,33.0,2.0,1.0,1.0,13818.0,609.0,13209.0,0.787,13209.0,101.0,0.656,0.044,0.0,0.0,,
4689,37.0,4.0,0.0,1.0,0.0,27.0,6.0,3.0,2.0,1438.3,759.0,679.3,0.858,4446.0,86.0,0.72,0.528,0.0,0.0,,
4690,62.0,1.0,3.0,3.0,0.0,51.0,6.0,2.0,3.0,5711.0,0.0,5711.0,0.583,4320.0,72.0,0.674,0.0,0.0,0.0,Single,F
4691,42.0,4.0,0.0,1.0,0.0,38.0,1.0,4.0,1.0,2444.0,0.0,2444.0,0.788,4220.0,50.0,1.174,0.0,0.0,0.0,,
4692,48.0,4.0,3.0,3.0,0.0,34.0,1.0,1.0,1.0,34516.0,738.0,33778.0,0.719,15143.0,121.0,0.635,0.021,0.0,0.0,,
4693,42.0,3.0,1.0,0.0,0.0,37.0,1.0,3.0,1.0,3787.0,824.0,2963.0,0.809,16220.0,120.0,0.69,0.218,0.0,0.0,Married,F
4694,36.0,1.0,3.0,0.0,0.0,36.0,4.0,2.0,3.0,9239.0,1421.0,7818.0,0.823,2246.0,44.0,0.833,0.154,1.0,0.0,,
4695,55.0,1.0,1.0,0.0,0.0,36.0,5.0,2.0,3.0,7982.0,897.0,7085.0,0.778,4387.0,71.0,0.511,0.112,0.0,0.0,Divorced,M
4696,52.0,3.0,3.0,3.0,0.0,42.0,3.0,3.0,3.0,27514.0,1834.0,25680.0,0.769,12841.0,100.0,0.786,0.067,1.0,0.0,Married,M
4697,47.0,4.0,2.0,1.0,0.0,36.0,5.0,1.0,1.0,5570.0,1858.0,3712.0,0.783,4129.0,72.0,0.636,0.334,0.0,0.0,Single,F
4698,47.0,2.0,0.0,2.0,0.0,32.0,1.0,3.0,6.0,1789.0,0.0,1789.0,0.637,2784.0,49.0,0.581,0.0,0.0,0.0,,
4699,42.0,3.0,1.0,3.0,0.0,37.0,6.0,3.0,3.0,27310.0,0.0,27310.0,0.919,1537.0,41.0,1.05,0.0,0.0,0.0,Single,F
4700,55.0,4.0,3.0,4.0,0.0,36.0,4.0,2.0,2.0,24336.0,856.0,23480.0,0.459,1425.0,33.0,0.65,0.035,0.0,0.0,Single,M
4701,48.0,3.0,3.0,0.0,0.0,43.0,6.0,2.0,2.0,2423.0,1773.0,650.0,0.574,2038.0,64.0,0.362,0.732,0.0,0.0,,
4702,52.0,0.0,2.0,1.0,0.0,45.0,4.0,2.0,1.0,4597.0,1905.0,2692.0,0.906,4932.0,67.0,0.914,0.414,0.0,0.0,Single,F
4703,51.0,0.0,5.0,0.0,0.0,38.0,2.0,2.0,2.0,4132.0,2517.0,1615.0,0.786,13820.0,129.0,0.697,0.609,0.0,0.0,,
4704,48.0,5.0,3.0,0.0,0.0,35.0,5.0,2.0,3.0,1942.0,1488.0,454.0,0.816,4940.0,88.0,0.796,0.766,0.0,1.0,Divorced,F
4705,45.0,4.0,3.0,0.0,0.0,40.0,5.0,4.0,3.0,1438.3,0.0,1438.3,0.605,2207.0,41.0,0.64,0.0,1.0,0.0,,
4706,40.0,2.0,3.0,0.0,0.0,29.0,4.0,3.0,2.0,2295.0,0.0,2295.0,0.699,3292.0,62.0,0.824,0.0,0.0,0.0,Single,F
4707,50.0,2.0,3.0,3.0,0.0,36.0,6.0,1.0,2.0,9748.0,1354.0,8394.0,0.893,3323.0,66.0,0.833,0.139,0.0,0.0,Married,F
4708,49.0,3.0,3.0,4.0,0.0,29.0,5.0,2.0,2.0,18284.0,1144.0,17140.0,0.767,4846.0,92.0,0.736,0.063,0.0,0.0,Single,M
4709,46.0,3.0,3.0,2.0,1.0,40.0,6.0,3.0,2.0,28829.0,0.0,28829.0,0.463,4540.0,78.0,0.56,0.0,0.0,0.0,Married,F
4710,45.0,3.0,1.0,2.0,0.0,27.0,6.0,2.0,3.0,21317.0,0.0,21317.0,0.833,3814.0,67.0,1.03,0.0,0.0,0.0,Single,M
4711,45.0,2.0,1.0,0.0,0.0,41.0,6.0,2.0,2.0,5596.0,0.0,5596.0,0.833,3212.0,64.0,0.422,0.0,1.0,0.0,,
4712,54.0,2.0,3.0,0.0,0.0,45.0,3.0,1.0,3.0,1438.3,306.0,1132.3,1.035,694.0,15.0,0.364,0.213,0.0,0.0,Divorced,M
4713,41.0,3.0,0.0,3.0,0.0,24.0,4.0,3.0,3.0,4119.0,1656.0,2463.0,0.561,1455.0,35.0,0.667,0.402,0.0,0.0,Married,F
4714,39.0,3.0,2.0,3.0,0.0,23.0,6.0,1.0,4.0,2718.0,2156.0,562.0,0.668,1711.0,36.0,0.44,0.793,1.0,0.0,Single,F
4715,41.0,4.0,2.0,2.0,0.0,35.0,5.0,3.0,2.0,2001.0,0.0,2001.0,0.791,4455.0,82.0,0.64,0.0,0.0,0.0,Single,F
4716,40.0,2.0,3.0,0.0,0.0,35.0,3.0,1.0,3.0,3511.0,0.0,3511.0,0.758,5238.0,82.0,0.708,0.0,0.0,0.0,Single,M
4717,45.0,3.0,3.0,0.0,0.0,41.0,5.0,4.0,2.0,2777.0,2118.0,659.0,1.036,4442.0,64.0,0.829,0.763,0.0,1.0,Single,M
4718,51.0,3.0,3.0,4.0,0.0,42.0,2.0,1.0,3.0,7932.0,2140.0,5792.0,0.554,4024.0,92.0,0.614,0.27,0.0,0.0,Married,M
4719,49.0,0.0,3.0,0.0,0.0,39.0,4.0,3.0,0.0,2434.0,0.0,2434.0,0.788,4628.0,73.0,0.622,0.0,0.0,0.0,Married,F
4720,56.0,1.0,4.0,3.0,0.0,36.0,6.0,3.0,2.0,24073.0,1084.0,22989.0,0.847,1341.0,37.0,1.176,0.045,1.0,1.0,Married,F
4721,64.0,0.0,5.0,1.0,0.0,56.0,3.0,2.0,2.0,4234.0,1893.0,2341.0,0.585,1439.0,42.0,0.355,0.447,0.0,0.0,,
4722,51.0,4.0,3.0,0.0,0.0,39.0,3.0,2.0,1.0,2847.0,2082.0,765.0,0.787,3672.0,59.0,0.553,0.731,0.0,0.0,Married,M
4723,39.0,2.0,0.0,0.0,0.0,34.0,4.0,2.0,4.0,3702.0,1118.0,2584.0,1.04,2585.0,64.0,0.778,0.302,0.0,0.0,Married,F
4724,40.0,5.0,3.0,1.0,0.0,25.0,6.0,2.0,3.0,7860.0,541.0,7319.0,0.764,1367.0,35.0,0.75,0.069,0.0,0.0,Single,M
4725,49.0,3.0,3.0,0.0,0.0,44.0,5.0,2.0,1.0,2222.0,694.0,1528.0,0.903,4372.0,65.0,0.711,0.312,0.0,1.0,,
4726,46.0,2.0,4.0,1.0,0.0,38.0,6.0,3.0,1.0,1963.0,1112.0,851.0,0.761,4821.0,67.0,0.763,0.566,1.0,0.0,Married,F
4727,44.0,3.0,3.0,0.0,0.0,36.0,6.0,3.0,4.0,1984.0,0.0,1984.0,0.89,2506.0,46.0,0.643,0.0,0.0,0.0,Divorced,F
4728,27.0,2.0,2.0,0.0,0.0,14.0,4.0,3.0,3.0,2549.0,2130.0,419.0,0.693,2605.0,61.0,0.794,0.836,0.0,0.0,Married,M
4729,44.0,3.0,0.0,0.0,0.0,36.0,6.0,3.0,3.0,1684.0,0.0,1684.0,0.557,2275.0,45.0,0.607,0.0,0.0,0.0,Single,M
4730,47.0,3.0,0.0,0.0,0.0,38.0,5.0,3.0,4.0,2808.0,2264.0,544.0,0.544,3562.0,74.0,0.682,0.806,0.0,0.0,Single,F
4731,43.0,3.0,2.0,0.0,0.0,35.0,5.0,3.0,2.0,1721.0,729.0,992.0,0.902,4853.0,74.0,0.644,0.424,1.0,0.0,Single,M
4732,48.0,3.0,1.0,2.0,0.0,36.0,4.0,2.0,2.0,11432.0,2517.0,8915.0,0.615,1374.0,37.0,0.762,0.22,0.0,0.0,Single,F
4733,58.0,5.0,1.0,1.0,0.0,47.0,1.0,3.0,3.0,2038.0,1099.0,939.0,0.809,4784.0,70.0,0.75,0.539,1.0,0.0,Single,F
4734,46.0,2.0,0.0,2.0,0.0,35.0,1.0,1.0,1.0,5131.0,1484.0,3647.0,0.75,7432.0,92.0,0.559,0.289,0.0,0.0,Married,F
4735,34.0,3.0,2.0,0.0,0.0,27.0,3.0,3.0,2.0,4274.0,2517.0,1757.0,0.666,2257.0,54.0,0.8,0.589,0.0,0.0,Married,F
4736,53.0,3.0,3.0,3.0,0.0,34.0,6.0,3.0,0.0,2506.0,0.0,2506.0,0.598,1687.0,62.0,0.59,0.0,0.0,0.0,Single,F
4737,47.0,2.0,3.0,3.0,0.0,43.0,3.0,2.0,2.0,2158.0,1170.0,988.0,0.73,4421.0,89.0,0.679,0.542,0.0,0.0,Single,M
4738,48.0,3.0,2.0,0.0,0.0,37.0,4.0,3.0,3.0,3305.0,2517.0,788.0,0.766,2027.0,57.0,1.036,0.762,0.0,0.0,Married,F
4739,41.0,1.0,0.0,2.0,0.0,25.0,3.0,2.0,0.0,7984.0,1503.0,6481.0,0.797,1734.0,39.0,1.167,0.188,0.0,0.0,Single,M
4740,45.0,3.0,3.0,1.0,0.0,40.0,3.0,5.0,3.0,4462.0,706.0,3756.0,0.886,2526.0,41.0,0.414,0.158,0.0,1.0,Single,F
4741,54.0,3.0,2.0,0.0,0.0,36.0,6.0,2.0,4.0,2556.0,2260.0,296.0,0.487,1401.0,30.0,0.579,0.884,1.0,0.0,Single,F
4742,52.0,1.0,0.0,1.0,0.0,36.0,6.0,1.0,1.0,4222.0,0.0,4222.0,0.523,4487.0,77.0,1.081,0.0,0.0,1.0,Divorced,F
4743,47.0,5.0,4.0,0.0,0.0,41.0,4.0,2.0,1.0,3532.0,0.0,3532.0,0.82,3162.0,56.0,0.6,0.0,0.0,0.0,Single,M
4744,43.0,3.0,5.0,0.0,0.0,38.0,3.0,4.0,2.0,1947.0,0.0,1947.0,0.838,2119.0,52.0,1.0,0.0,0.0,1.0,,
4745,58.0,2.0,0.0,3.0,0.0,46.0,1.0,3.0,1.0,10286.0,0.0,10286.0,0.908,8199.0,59.0,0.903,0.0,0.0,0.0,Single,M
4746,50.0,3.0,3.0,0.0,0.0,36.0,2.0,3.0,2.0,2999.0,1817.0,1182.0,0.678,5119.0,83.0,0.766,0.606,0.0,0.0,Married,F
4747,39.0,1.0,3.0,0.0,3.0,35.0,1.0,2.0,3.0,15987.0,1494.0,14493.0,0.731,8438.0,92.0,0.84,0.093,1.0,0.0,Single,F
4748,38.0,1.0,3.0,2.0,0.0,31.0,3.0,1.0,3.0,7234.0,0.0,7234.0,0.899,5198.0,75.0,1.083,0.0,0.0,1.0,Divorced,F
4749,33.0,3.0,1.0,0.0,0.0,26.0,5.0,1.0,3.0,3616.0,0.0,3616.0,0.912,3133.0,72.0,1.0,0.0,0.0,0.0,Married,M
4750,41.0,4.0,2.0,3.0,0.0,35.0,4.0,2.0,3.0,3497.0,0.0,3497.0,0.696,4345.0,72.0,0.756,0.0,1.0,0.0,Single,M
4751,56.0,3.0,3.0,0.0,0.0,45.0,6.0,2.0,3.0,2235.0,0.0,2235.0,0.556,1229.0,27.0,0.35,0.0,0.0,0.0,Single,F
4752,53.0,3.0,1.0,1.0,0.0,40.0,6.0,3.0,1.0,3998.0,0.0,3998.0,0.638,4223.0,79.0,0.717,0.0,1.0,1.0,Married,F
4753,47.0,4.0,3.0,0.0,0.0,42.0,1.0,3.0,3.0,5798.0,2517.0,3281.0,0.58,1860.0,43.0,0.433,0.434,0.0,0.0,Single,M
4754,35.0,2.0,2.0,0.0,0.0,36.0,5.0,3.0,3.0,1931.0,0.0,1931.0,0.862,2482.0,40.0,0.6,0.0,1.0,0.0,Single,M
4755,36.0,2.0,4.0,0.0,0.0,24.0,5.0,2.0,4.0,3438.0,1129.0,2309.0,0.605,2331.0,56.0,0.436,0.328,0.0,0.0,Married,F
4756,54.0,4.0,3.0,3.0,0.0,34.0,2.0,3.0,2.0,14926.0,2517.0,12409.0,1.996,1576.0,25.0,1.5,0.169,0.0,0.0,Single,F
4757,53.0,3.0,0.0,0.0,0.0,43.0,5.0,1.0,2.0,2383.0,1516.0,867.0,0.857,4917.0,78.0,0.95,0.636,0.0,0.0,Married,F
4758,41.0,3.0,1.0,2.0,0.0,31.0,4.0,6.0,3.0,4739.0,1878.0,2861.0,0.719,5238.0,84.0,0.826,0.396,0.0,1.0,Divorced,F
4759,52.0,4.0,0.0,2.0,0.0,42.0,4.0,4.0,1.0,12091.0,0.0,12091.0,0.898,8127.0,74.0,0.805,0.0,0.0,1.0,Single,F
4760,56.0,3.0,0.0,0.0,0.0,46.0,4.0,3.0,2.0,2258.0,0.0,2258.0,0.617,4803.0,72.0,0.714,0.0,0.0,0.0,Married,F
4761,44.0,2.0,0.0,3.0,1.0,35.0,4.0,3.0,2.0,32643.0,0.0,32643.0,1.3,1058.0,24.0,2.429,0.0,0.0,1.0,Divorced,F
4762,52.0,1.0,3.0,0.0,0.0,44.0,5.0,2.0,2.0,2019.0,991.0,1028.0,0.799,3603.0,59.0,0.967,0.491,0.0,0.0,Single,F
4763,49.0,5.0,0.0,0.0,0.0,36.0,6.0,2.0,4.0,2331.0,1798.0,533.0,0.847,4061.0,66.0,0.692,0.771,0.0,0.0,Married,F
4764,44.0,3.0,0.0,2.0,0.0,31.0,4.0,2.0,3.0,18056.0,940.0,17116.0,0.629,4473.0,72.0,0.6,0.052,0.0,1.0,Single,F
4765,39.0,1.0,3.0,0.0,0.0,30.0,5.0,6.0,2.0,2669.0,2397.0,272.0,0.807,3847.0,65.0,0.585,0.898,0.0,0.0,Divorced,F
4766,51.0,0.0,5.0,4.0,3.0,44.0,3.0,2.0,3.0,34516.0,1925.0,32591.0,0.764,8012.0,87.0,0.582,0.056,0.0,0.0,Married,F
4767,51.0,2.0,1.0,1.0,0.0,36.0,2.0,1.0,2.0,2319.0,1347.0,972.0,0.722,7558.0,85.0,0.491,0.581,0.0,1.0,Single,F
4768,45.0,2.0,1.0,3.0,1.0,37.0,3.0,2.0,2.0,34516.0,1495.0,33021.0,0.52,3247.0,70.0,0.707,0.043,0.0,0.0,Single,F
4769,52.0,1.0,0.0,1.0,0.0,36.0,2.0,2.0,3.0,2937.0,1633.0,1304.0,0.857,8235.0,102.0,0.522,0.556,0.0,0.0,Married,F
4770,46.0,3.0,1.0,0.0,0.0,36.0,1.0,3.0,2.0,6636.0,2399.0,4237.0,0.681,7023.0,86.0,0.654,0.362,0.0,0.0,Divorced,M
4771,46.0,2.0,1.0,0.0,0.0,35.0,6.0,4.0,3.0,4675.0,1734.0,2941.0,0.413,1232.0,34.0,0.545,0.371,0.0,0.0,Married,F
4772,43.0,5.0,0.0,0.0,0.0,39.0,3.0,2.0,4.0,3161.0,2424.0,737.0,0.617,4307.0,66.0,0.784,0.767,0.0,0.0,Married,M
4773,36.0,3.0,3.0,4.0,0.0,29.0,5.0,2.0,4.0,12852.0,1945.0,10907.0,0.659,1606.0,33.0,0.941,0.151,0.0,0.0,Single,F
4774,43.0,4.0,0.0,2.0,0.0,37.0,4.0,1.0,3.0,3482.0,1942.0,1540.0,0.926,3512.0,63.0,0.853,0.558,0.0,0.0,Single,F
4775,49.0,1.0,3.0,0.0,0.0,44.0,2.0,1.0,1.0,8284.0,797.0,7487.0,0.824,13092.0,102.0,0.569,0.096,0.0,0.0,Single,F
4776,39.0,4.0,3.0,1.0,0.0,25.0,2.0,3.0,3.0,3394.0,2517.0,877.0,0.689,5421.0,75.0,0.829,0.742,0.0,0.0,Married,F
4777,35.0,3.0,1.0,0.0,0.0,23.0,3.0,3.0,4.0,3073.0,526.0,2547.0,0.702,1944.0,55.0,0.618,0.171,0.0,0.0,Single,F
4778,29.0,0.0,3.0,0.0,0.0,19.0,6.0,2.0,4.0,2827.0,1430.0,1397.0,0.885,1608.0,30.0,1.308,0.506,0.0,0.0,Married,M
4779,44.0,4.0,0.0,3.0,0.0,38.0,5.0,3.0,4.0,3936.0,2024.0,1912.0,0.988,5001.0,66.0,0.692,0.514,1.0,0.0,Single,F
4780,41.0,1.0,3.0,3.0,0.0,29.0,5.0,1.0,3.0,21684.0,1748.0,19936.0,0.715,1329.0,24.0,0.6,0.081,0.0,0.0,Single,M
4781,47.0,3.0,3.0,2.0,0.0,37.0,4.0,4.0,0.0,8567.0,1695.0,6872.0,1.242,1457.0,41.0,1.412,0.198,0.0,0.0,Married,F
4782,37.0,1.0,1.0,2.0,0.0,36.0,3.0,2.0,3.0,6730.0,1093.0,5637.0,1.01,4814.0,89.0,0.854,0.162,0.0,1.0,Single,F
4783,42.0,1.0,0.0,0.0,0.0,29.0,3.0,4.0,2.0,2756.0,1911.0,845.0,0.774,4656.0,62.0,0.879,0.693,0.0,0.0,Married,M
4784,50.0,1.0,3.0,3.0,0.0,44.0,5.0,2.0,2.0,5708.0,1884.0,3824.0,0.791,4914.0,60.0,0.765,0.33,0.0,1.0,Single,M
4785,47.0,2.0,5.0,0.0,0.0,35.0,3.0,2.0,2.0,5544.0,1184.0,4360.0,0.85,1336.0,38.0,0.652,0.214,0.0,0.0,Single,M
4786,60.0,0.0,1.0,0.0,0.0,36.0,1.0,1.0,3.0,4147.0,2262.0,1885.0,0.565,14624.0,111.0,0.79,0.545,0.0,0.0,Single,F
4787,45.0,4.0,2.0,0.0,0.0,41.0,6.0,3.0,2.0,3785.0,2517.0,1268.0,0.574,2401.0,54.0,0.742,0.665,0.0,0.0,Married,M
4788,37.0,3.0,3.0,0.0,0.0,21.0,4.0,2.0,2.0,1784.0,577.0,1207.0,0.542,2348.0,47.0,0.516,0.323,0.0,0.0,Married,F
4789,34.0,1.0,4.0,1.0,0.0,36.0,2.0,2.0,2.0,3995.0,2475.0,1520.0,0.817,12575.0,99.0,0.8,0.62,1.0,0.0,Divorced,M
4790,44.0,3.0,3.0,4.0,0.0,32.0,4.0,2.0,2.0,34516.0,1344.0,33172.0,0.523,4795.0,92.0,0.673,0.039,0.0,0.0,Single,M
4791,39.0,3.0,0.0,1.0,0.0,34.0,5.0,1.0,2.0,12078.0,1687.0,10391.0,0.482,2384.0,52.0,1.167,0.14,0.0,0.0,Single,F
4792,43.0,3.0,3.0,3.0,0.0,33.0,3.0,3.0,2.0,28170.0,1859.0,26311.0,0.568,1013.0,28.0,0.75,0.066,0.0,0.0,Married,F
4793,47.0,1.0,3.0,1.0,0.0,42.0,3.0,2.0,1.0,1626.0,0.0,1626.0,0.783,4847.0,78.0,1.053,0.0,0.0,0.0,,
4794,56.0,3.0,0.0,2.0,0.0,49.0,3.0,3.0,3.0,1623.0,0.0,1623.0,1.058,4965.0,74.0,0.805,0.0,0.0,0.0,Single,F
4795,44.0,3.0,2.0,3.0,0.0,34.0,2.0,3.0,3.0,26021.0,0.0,26021.0,1.04,8898.0,60.0,0.538,0.0,1.0,1.0,Single,M
4796,47.0,5.0,1.0,0.0,0.0,35.0,4.0,3.0,5.0,4165.0,0.0,4165.0,0.813,17093.0,111.0,0.82,0.0,0.0,0.0,Married,F
4797,54.0,1.0,1.0,2.0,0.0,34.0,5.0,2.0,0.0,13940.0,2109.0,11831.0,0.66,15577.0,114.0,0.754,0.151,0.0,0.0,Single,F
4798,36.0,2.0,0.0,0.0,0.0,30.0,6.0,2.0,3.0,2684.0,1474.0,1210.0,1.042,2346.0,51.0,1.04,0.549,0.0,0.0,,
4799,29.0,0.0,4.0,2.0,0.0,15.0,2.0,1.0,3.0,8022.0,0.0,8022.0,0.381,5660.0,59.0,0.735,0.0,0.0,0.0,Married,M
4800,40.0,4.0,1.0,3.0,0.0,21.0,3.0,2.0,3.0,11502.0,2066.0,9436.0,0.889,4786.0,85.0,1.125,0.18,0.0,0.0,Single,F
4801,52.0,0.0,5.0,0.0,0.0,36.0,4.0,3.0,2.0,4353.0,1489.0,2864.0,0.945,9226.0,85.0,1.073,0.342,0.0,0.0,Single,M
4802,52.0,2.0,2.0,1.0,2.0,43.0,2.0,2.0,3.0,23981.0,2114.0,21867.0,0.721,15281.0,100.0,0.724,0.088,0.0,0.0,,
4803,45.0,2.0,3.0,0.0,0.0,25.0,3.0,2.0,3.0,5911.0,916.0,4995.0,0.471,1656.0,31.0,0.722,0.155,0.0,0.0,Married,F
4804,42.0,4.0,0.0,4.0,0.0,34.0,2.0,3.0,3.0,5195.0,468.0,4727.0,0.567,2682.0,48.0,0.231,0.09,0.0,0.0,,
4805,55.0,1.0,3.0,0.0,0.0,45.0,4.0,2.0,3.0,1677.0,0.0,1677.0,0.824,4588.0,68.0,0.7,0.0,0.0,0.0,Single,F
4806,50.0,2.0,0.0,0.0,0.0,40.0,4.0,3.0,5.0,2419.0,2380.0,39.0,0.695,4099.0,73.0,0.659,0.984,0.0,0.0,,
4807,59.0,2.0,0.0,0.0,0.0,36.0,3.0,3.0,3.0,1863.0,1853.0,10.0,0.829,2462.0,40.0,0.29,0.995,0.0,0.0,,
4808,39.0,3.0,3.0,4.0,0.0,36.0,4.0,2.0,2.0,34516.0,0.0,34516.0,0.754,3572.0,55.0,0.667,0.0,0.0,0.0,Divorced,F
