,Customer_Age,Dependent_count,Education_Level,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Education_Level_NA,Income_Category_NA,Gender_M,MS_Married,MS_Single,ln_Total_Trans_Amt,ln_Credit_Limit,ln_Avg_Transaction,Credit_utilization
3310,61.0,1.0,1.0,2.0,0.0,52.0,3.0,2.0,4.0,3293.0,0.0,3293.0,0.838,3121.0,56.0,0.867,0.0,0.0,1.0,False,False,False,8.045908742270779,8.099554282376364,4.02055705153563,0.0
3311,42.0,2.0,1.0,0.0,0.0,30.0,6.0,1.0,1.0,3124.0,0.0,3124.0,0.879,4986.0,79.0,0.795,0.0,0.0,0.0,False,False,False,8.514389264083503,8.046869510959576,4.1449414116164816,0.0
3312,55.0,3.0,3.0,0.0,0.0,48.0,4.0,3.0,2.0,3968.0,1374.0,2594.0,0.703,4641.0,65.0,0.711,0.346,0.0,0.0,False,True,False,8.442685139241176,8.286017468404763,4.268297869345539,0.34627016129032256
3313,54.0,0.0,3.0,3.0,0.0,42.0,3.0,1.0,1.0,22437.0,1389.0,21048.0,0.917,3283.0,50.0,1.273,0.062,0.0,0.0,False,True,False,8.096512917501594,10.018466660859778,4.184489912073446,0.06190667201497527
3314,29.0,1.0,3.0,3.0,1.0,36.0,1.0,2.0,1.0,34516.0,1666.0,32850.0,0.82,13971.0,116.0,0.812,0.048,0.0,0.0,True,True,False,9.544739031650487,10.449178263628198,4.791148840544122,0.04826747015876695
3315,57.0,3.0,2.0,0.0,0.0,29.0,6.0,1.0,1.0,8801.0,1421.0,7380.0,0.568,1104.0,31.0,0.292,0.161,1.0,0.0,True,True,False,7.00669522683704,9.082620630373812,3.572708022351894,0.1614589251221452
3316,51.0,1.0,0.0,1.0,0.0,44.0,6.0,2.0,1.0,3553.0,0.0,3553.0,0.844,4923.0,89.0,0.648,0.0,0.0,1.0,True,True,False,8.5016733797582,8.175547596021026,4.013037010026061,0.0
3317,35.0,0.0,5.0,0.0,0.0,27.0,2.0,3.0,2.0,3876.0,0.0,3876.0,0.848,7712.0,73.0,0.825,0.0,0.0,0.0,False,False,False,8.950532836290382,8.262558973010657,4.660073395141991,0.0
3318,35.0,1.0,1.0,1.0,0.0,17.0,5.0,3.0,3.0,4588.0,2517.0,2071.0,1.525,2442.0,62.0,0.632,0.549,0.0,1.0,False,True,False,7.80057265467065,8.431199478249262,3.6734382696255583,0.5486050566695728
3319,46.0,3.0,0.0,3.0,0.0,36.0,3.0,2.0,2.0,23512.0,1562.0,21950.0,0.632,3764.0,60.0,0.538,0.066,0.0,0.0,False,False,False,8.23323750070527,10.065266208098754,4.13889293848317,0.06643416127934672
3320,50.0,2.0,3.0,3.0,0.0,46.0,2.0,3.0,2.0,5965.0,622.0,5343.0,0.728,4637.0,91.0,0.655,0.104,0.0,0.0,False,True,False,8.441822884391462,8.693664334532016,3.930963377874611,0.10427493713327746
3321,41.0,3.0,1.0,3.0,0.0,32.0,1.0,2.0,4.0,26229.0,0.0,26229.0,0.504,2077.0,46.0,0.643,0.0,0.0,1.0,False,False,False,7.638679823876112,10.174620947849,3.8100384273870174,0.0
3322,57.0,3.0,3.0,4.0,0.0,38.0,2.0,3.0,3.0,8249.0,1381.0,6868.0,0.798,678.0,11.0,0.833,0.167,0.0,0.0,True,True,False,6.519147287940395,9.017847259860732,4.121252015142025,0.1674142320281246
3323,56.0,2.0,2.0,0.0,0.0,36.0,5.0,3.0,3.0,2029.0,974.0,1055.0,0.624,4170.0,73.0,0.553,0.48,1.0,0.0,True,True,False,8.335671314792847,7.615298339825815,4.045211873644456,0.48003942828979795
3324,48.0,3.0,0.0,0.0,0.0,36.0,5.0,2.0,1.0,2680.0,1871.0,809.0,0.955,4592.0,78.0,0.902,0.698,1.0,0.0,True,True,False,8.432070937999402,7.893572073504902,4.07536211130981,0.698134328358209
3325,47.0,3.0,2.0,0.0,0.0,36.0,5.0,4.0,2.0,3300.0,2517.0,783.0,0.94,3784.0,55.0,1.115,0.763,0.0,0.0,True,False,True,8.238536930171769,8.101677747454572,4.231203744939298,0.7627272727272727
3326,40.0,5.0,3.0,4.0,0.0,27.0,5.0,2.0,3.0,31954.0,2297.0,29657.0,0.516,4371.0,82.0,0.64,0.072,0.0,0.0,False,False,True,8.382747094863314,10.372052647587516,3.9760278475990614,0.07188458408962885
3327,35.0,4.0,1.0,0.0,0.0,25.0,5.0,2.0,3.0,2684.0,1658.0,1026.0,0.669,4657.0,76.0,1.0,0.618,0.0,0.0,True,False,True,8.446126742982377,7.895063498091573,4.115393402696046,0.6177347242921013
3328,60.0,1.0,2.0,0.0,0.0,46.0,2.0,3.0,2.0,4628.0,2327.0,2301.0,0.611,4226.0,92.0,0.736,0.503,1.0,0.0,True,False,True,8.349011198176003,8.439880088313567,3.8272226211269618,0.5028089887640449
3329,44.0,3.0,1.0,4.0,1.0,34.0,3.0,1.0,2.0,34516.0,2517.0,31999.0,0.814,7427.0,83.0,0.566,0.073,0.0,0.0,False,True,False,8.912877287669296,10.449178263628198,4.494036679872699,0.07292270251477576
3330,47.0,5.0,1.0,2.0,0.0,38.0,4.0,1.0,2.0,7357.0,1069.0,6288.0,0.77,3943.0,64.0,0.641,0.145,0.0,0.0,True,False,False,8.279697133877628,8.903407519932264,4.120814050517955,0.14530379230664672
3331,53.0,3.0,3.0,4.0,2.0,43.0,3.0,1.0,3.0,34516.0,2435.0,32081.0,0.77,7758.0,98.0,0.719,0.071,0.0,0.0,False,True,False,8.956479847999912,10.449178263628198,4.3715123693293405,0.07054699269903812
3332,35.0,3.0,3.0,3.0,0.0,24.0,4.0,1.0,2.0,23561.0,864.0,22697.0,1.373,2447.0,64.0,1.0,0.037,0.0,0.0,False,False,False,7.802618063442671,10.067348081686498,3.643734980083,0.03667076949195705
3333,49.0,2.0,3.0,1.0,0.0,45.0,4.0,2.0,0.0,10541.0,1387.0,9154.0,0.72,4269.0,92.0,0.614,0.132,0.0,0.0,False,False,False,8.359134886757962,9.26302769425519,3.8373463097089218,0.13158144388577933
3334,40.0,4.0,4.0,1.0,0.0,31.0,4.0,2.0,1.0,2383.0,1828.0,555.0,0.814,4759.0,75.0,0.744,0.767,0.0,0.0,True,False,True,8.46779284112111,7.776115477098742,4.1503047275848,0.7671002937473772
3335,48.0,2.0,5.0,4.0,0.0,41.0,5.0,2.0,1.0,20148.0,1084.0,19064.0,0.79,3921.0,74.0,0.542,0.054,0.0,0.0,False,True,False,8.27410200229233,9.91086030686554,3.970036909088162,0.053801866190192574
3336,51.0,1.0,1.0,2.0,0.0,36.0,6.0,4.0,4.0,2281.0,1751.0,530.0,0.761,4241.0,76.0,0.854,0.768,0.0,0.0,True,False,True,8.352554369474591,7.732369222284388,4.02182102918826,0.7676457693993862
3337,43.0,4.0,3.0,0.0,0.0,34.0,2.0,3.0,1.0,1620.0,0.0,1620.0,0.73,4570.0,82.0,0.952,0.0,0.0,0.0,False,False,False,8.42726848388825,7.3901814282264295,4.020549236623998,0.0
3338,48.0,2.0,1.0,3.0,0.0,39.0,5.0,1.0,3.0,8091.0,1996.0,6095.0,0.646,1360.0,28.0,0.647,0.247,0.0,0.0,True,False,True,7.215239978730097,8.99850761180784,3.8830354685548936,0.24669385737238908
3339,48.0,2.0,3.0,3.0,0.0,42.0,4.0,2.0,0.0,10514.0,1494.0,9020.0,0.649,4949.0,76.0,0.81,0.142,0.0,1.0,True,False,True,8.506940814951886,9.260462981379394,4.176207474665555,0.1420962526155602
3340,53.0,1.0,2.0,1.0,0.0,45.0,1.0,2.0,1.0,3234.0,1514.0,1720.0,0.846,13803.0,100.0,0.695,0.468,1.0,0.0,False,True,False,9.532641238823578,8.081475040137052,4.927471052835487,0.4681508967223253
3341,56.0,1.0,3.0,4.0,0.0,48.0,6.0,3.0,4.0,2585.0,1207.0,1378.0,0.44,1590.0,33.0,0.32,0.467,0.0,0.0,True,True,False,7.371489295214277,7.85748078694253,3.8749817337477968,0.4669245647969052
3342,50.0,2.0,2.0,0.0,0.0,41.0,6.0,3.0,4.0,1438.3,0.0,1438.3,0.872,4617.0,67.0,0.634,0.0,0.0,0.0,False,False,False,8.43750042250699,7.271217139609844,4.232807803116023,0.0
3343,46.0,3.0,0.0,2.0,0.0,36.0,5.0,1.0,2.0,5489.0,1189.0,4300.0,0.95,3215.0,64.0,0.882,0.217,0.0,0.0,False,False,True,8.07558263667172,8.610501368549889,3.916699553312048,0.21661504827837494
3344,52.0,2.0,3.0,0.0,0.0,45.0,3.0,3.0,3.0,2548.0,1683.0,865.0,0.75,2055.0,54.0,0.636,0.661,0.0,0.0,True,True,False,7.628031126930335,7.843064016692054,3.6390470803660606,0.6605180533751962
3345,31.0,0.0,0.0,0.0,0.0,19.0,5.0,3.0,2.0,2370.0,1699.0,671.0,0.889,2411.0,53.0,0.656,0.717,0.0,0.0,False,False,True,7.787796878181171,7.7706452341291765,3.817504964629049,0.7168776371308017
3346,40.0,3.0,0.0,3.0,0.0,34.0,4.0,2.0,2.0,9124.0,2126.0,6998.0,0.449,4564.0,65.0,0.548,0.233,0.0,0.0,True,True,False,8.425954710981966,9.11866358340428,4.251567441086329,0.23301183691363436
3347,49.0,2.0,0.0,3.0,0.0,31.0,1.0,5.0,3.0,20734.0,2517.0,18217.0,0.888,8888.0,103.0,0.717,0.121,0.0,0.0,False,True,False,9.092457331319466,9.939530143883058,4.45772834308983,0.12139481045625543
3348,50.0,2.0,1.0,3.0,1.0,45.0,3.0,1.0,3.0,34516.0,1260.0,33256.0,0.588,1504.0,34.0,0.789,0.037,0.0,0.0,True,False,False,7.315883504509785,10.449178263628198,3.789522979893624,0.03650480936377332
3349,45.0,5.0,3.0,1.0,0.0,36.0,5.0,2.0,2.0,10400.0,1777.0,8623.0,0.791,1105.0,28.0,0.867,0.171,0.0,0.0,True,True,False,7.007600613951853,9.249561085129464,3.675396103776649,0.1708653846153846
3350,37.0,3.0,3.0,1.0,0.0,22.0,2.0,3.0,2.0,5674.0,0.0,5674.0,0.906,1096.0,29.0,0.526,0.0,0.0,1.0,True,False,True,6.999422467507961,8.643649615368796,3.6321266375214867,0.0
3351,34.0,2.0,0.0,4.0,0.0,13.0,6.0,3.0,2.0,4369.0,2049.0,2320.0,0.865,3259.0,80.0,0.6,0.469,0.0,0.0,False,True,False,8.089175678837561,8.382289428951436,3.70714904416368,0.4689860379949645
3352,49.0,2.0,1.0,1.0,0.0,40.0,5.0,3.0,2.0,3263.0,1522.0,1741.0,0.58,4288.0,69.0,0.725,0.466,0.0,0.0,False,True,False,8.363575702750637,8.09040229659332,4.129469198153378,0.46644192460925527
3353,43.0,2.0,3.0,3.0,0.0,36.0,4.0,1.0,4.0,13430.0,2356.0,11074.0,0.718,3717.0,67.0,0.675,0.175,0.0,0.0,False,False,True,8.220672170297252,9.505246289517283,4.015979550906286,0.17542814594192108
3354,48.0,3.0,3.0,2.0,2.0,37.0,5.0,1.0,2.0,34516.0,2429.0,32087.0,0.742,3205.0,57.0,0.727,0.07,0.0,0.0,False,False,False,8.07246736935477,10.449178263628198,4.02941610152022,0.07037316027349635
3355,56.0,4.0,3.0,0.0,0.0,36.0,3.0,2.0,3.0,3057.0,1077.0,1980.0,0.934,4449.0,77.0,0.878,0.352,0.0,0.0,True,True,False,8.400434630806041,8.025189321890835,4.056629208952358,0.352306182531894
3356,50.0,2.0,2.0,4.0,0.0,36.0,3.0,2.0,3.0,3390.0,2385.0,1005.0,0.656,4128.0,73.0,0.698,0.704,0.0,0.0,False,False,False,8.325548307161398,8.128585200374497,4.035088866013007,0.7035398230088495
3357,46.0,5.0,1.0,1.0,0.0,37.0,3.0,2.0,3.0,6340.0,1985.0,4355.0,0.403,3536.0,61.0,0.419,0.313,0.0,0.0,True,False,True,8.170751423757535,8.754634047431272,4.059877559584223,0.31309148264984227
3358,47.0,3.0,2.0,1.0,0.0,36.0,4.0,3.0,6.0,5822.0,0.0,5822.0,0.655,3240.0,38.0,0.652,0.0,1.0,0.0,True,False,False,8.083328608786376,8.669399124305569,4.445742449059989,0.0
3359,50.0,4.0,1.0,3.0,0.0,45.0,4.0,2.0,2.0,1687.0,992.0,695.0,0.721,4342.0,82.0,0.783,0.588,0.0,0.0,True,False,False,8.376090350438238,7.430707082545968,3.9693711031739842,0.5880260818020154
3360,48.0,4.0,2.0,2.0,2.0,33.0,2.0,2.0,3.0,34516.0,2061.0,32455.0,0.722,1350.0,32.0,0.455,0.06,0.0,0.0,False,False,False,7.2078598714324755,10.449178263628198,3.7421239686327485,0.059711438173600646
3361,36.0,3.0,0.0,2.0,0.0,16.0,4.0,5.0,4.0,1686.0,1252.0,434.0,0.575,1758.0,42.0,1.1,0.743,0.0,0.0,False,False,False,7.471932078245122,7.430114138561801,3.7342624599617538,0.7425860023724793
3362,38.0,2.0,3.0,0.0,0.0,33.0,5.0,2.0,3.0,2228.0,1717.0,511.0,1.625,2334.0,61.0,0.848,0.771,0.0,0.0,True,False,True,7.755338812846501,7.708859601047175,3.64446494867319,0.7706463195691203
3363,56.0,1.0,1.0,3.0,0.0,45.0,4.0,1.0,3.0,5070.0,0.0,5070.0,1.01,3651.0,76.0,0.652,0.0,0.0,0.0,False,False,True,8.202756381655638,8.531096096585228,3.8720230413693058,0.0
3364,48.0,1.0,3.0,0.0,0.0,38.0,6.0,2.0,3.0,1449.0,749.0,700.0,0.943,4039.0,50.0,0.852,0.517,0.0,0.0,False,False,False,8.303752415563412,7.278628942320682,4.391729410135267,0.5169082125603864
3365,34.0,0.0,3.0,3.0,1.0,24.0,1.0,2.0,3.0,34516.0,400.0,34116.0,0.202,5112.0,49.0,0.256,0.012,0.0,0.0,True,False,True,8.53934599605737,10.449178263628198,4.647525697946744,0.011588828369451848
3366,53.0,2.0,3.0,2.0,0.0,38.0,6.0,3.0,2.0,7928.0,1228.0,6700.0,0.632,1537.0,37.0,0.682,0.155,0.0,0.0,True,True,False,7.337587743538596,8.978156076009824,3.7266698308943713,0.15489404641775983
3367,36.0,2.0,5.0,2.0,0.0,23.0,5.0,2.0,3.0,6966.0,905.0,6061.0,0.755,4855.0,69.0,0.5,0.13,0.0,1.0,False,False,True,8.487764380725425,8.848796450925947,4.253657876128166,0.12991673844387022
3368,44.0,3.0,2.0,0.0,0.0,35.0,3.0,3.0,2.0,1855.0,0.0,1855.0,0.988,2544.0,27.0,0.929,0.0,1.0,0.0,True,False,True,7.841492924460013,7.5256399750415355,4.545656058455684,0.0
3369,49.0,4.0,3.0,0.0,0.0,36.0,6.0,4.0,2.0,3298.0,2200.0,1098.0,0.678,1052.0,32.0,0.6,0.667,0.0,0.0,False,True,False,6.9584483932976555,8.101071503119543,3.4927124904979285,0.667070952092177
3370,50.0,2.0,3.0,3.0,1.0,40.0,3.0,4.0,6.0,34516.0,0.0,34516.0,0.801,7661.0,79.0,1.079,0.0,0.0,0.0,True,True,False,8.94389780251682,10.449178263628198,4.574449950049799,0.0
3371,47.0,3.0,3.0,2.0,0.0,36.0,5.0,1.0,2.0,8332.0,0.0,8332.0,0.92,5108.0,78.0,1.0,0.0,0.0,1.0,False,False,False,8.53856321715243,9.027858802380862,4.1818543904628385,0.0
3372,50.0,2.0,3.0,4.0,0.0,42.0,6.0,2.0,1.0,8220.0,1015.0,7205.0,1.063,4794.0,77.0,0.878,0.123,0.0,0.0,False,False,False,8.475120414994329,9.014325488050225,4.131314993140646,0.12347931873479319
3373,53.0,3.0,0.0,1.0,0.0,40.0,6.0,3.0,3.0,3326.0,1442.0,1884.0,0.711,1627.0,54.0,1.077,0.434,0.0,0.0,False,False,False,7.394493107219038,8.109525659752872,3.4055090606547633,0.4335538184004811
3374,52.0,3.0,4.0,2.0,0.0,33.0,5.0,3.0,2.0,3388.0,2517.0,871.0,0.919,15313.0,91.0,0.784,0.743,0.0,0.0,True,True,False,9.636457419815208,8.127995055771946,5.125597913298358,0.7429161747343566
3375,49.0,2.0,2.0,0.0,0.0,41.0,5.0,3.0,2.0,2555.0,1815.0,740.0,0.847,4552.0,75.0,0.829,0.71,1.0,0.0,True,False,True,8.423321975806166,7.845807502637805,4.105833862269856,0.7103718199608611
3376,44.0,4.0,1.0,0.0,0.0,30.0,1.0,2.0,3.0,6882.0,1930.0,4952.0,0.915,13836.0,113.0,0.766,0.28,0.0,0.0,False,False,False,9.53502917005706,8.836664586357426,4.807641351344719,0.2804417320546353
3377,36.0,1.0,3.0,4.0,0.0,20.0,3.0,2.0,2.0,34516.0,0.0,34516.0,0.531,2686.0,59.0,0.788,0.0,0.0,0.0,False,False,True,7.895808377083183,10.449178263628198,3.8182709331774634,0.0
3378,40.0,3.0,5.0,0.0,0.0,21.0,5.0,2.0,2.0,1728.0,0.0,1728.0,0.41,2191.0,38.0,0.357,0.0,0.0,0.0,True,True,False,7.692113339595466,7.454719949364001,4.054527179869081,0.0
3379,65.0,0.0,1.0,0.0,0.0,56.0,3.0,3.0,2.0,5951.0,2517.0,3434.0,0.787,4554.0,83.0,0.694,0.423,0.0,0.0,False,False,True,8.423761246623686,8.691314551644853,4.004920638827087,0.4229541253570828
3380,60.0,1.0,5.0,2.0,0.0,47.0,1.0,1.0,1.0,3803.0,1448.0,2355.0,0.565,4575.0,78.0,0.592,0.381,0.0,1.0,False,True,False,8.428361977709622,8.24354550792826,4.07165315102003,0.3807520378648435
3381,47.0,3.0,1.0,0.0,0.0,35.0,4.0,3.0,6.0,2402.0,628.0,1774.0,0.689,1930.0,48.0,0.6,0.261,1.0,0.0,False,False,False,7.5652752818989315,7.784057002639929,3.6940742709910404,0.2614487926727727
3382,56.0,1.0,2.0,0.0,0.0,36.0,6.0,2.0,3.0,2641.0,1257.0,1384.0,0.891,1439.0,39.0,1.053,0.476,0.0,0.0,True,False,True,7.271703706887368,7.878912912297133,3.6081420607577215,0.4759560772434684
3383,61.0,0.0,3.0,0.0,0.0,51.0,4.0,2.0,1.0,2250.0,1041.0,1209.0,0.678,1339.0,28.0,0.867,0.463,0.0,0.0,True,True,False,7.199678345691172,7.718685495198466,3.8674738355159684,0.46266666666666667
3384,45.0,4.0,3.0,0.0,0.0,41.0,5.0,1.0,2.0,1927.0,1337.0,590.0,0.667,5127.0,81.0,0.653,0.694,0.0,0.0,True,True,False,8.5422759717837,7.563719668414366,4.1478268171112616,0.6938245978204463
3385,51.0,0.0,1.0,3.0,0.0,45.0,3.0,2.0,3.0,10648.0,2517.0,8131.0,0.708,4930.0,89.0,0.978,0.236,0.0,0.0,True,False,True,8.503094267036737,9.273127360074948,4.014457897304596,0.2363824192336589
3386,44.0,3.0,3.0,1.0,0.0,38.0,3.0,2.0,2.0,4269.0,1852.0,2417.0,0.682,4178.0,75.0,0.63,0.434,0.0,0.0,True,True,False,8.33758794211651,8.359134886757962,4.020099828580201,0.4338252518154134
3387,45.0,3.0,2.0,1.0,0.0,36.0,6.0,1.0,2.0,2667.0,1551.0,1116.0,0.672,4883.0,85.0,0.735,0.582,1.0,0.0,False,False,True,8.49351506406166,7.888709524182015,4.050863807571344,0.5815523059617548
3388,55.0,3.0,2.0,0.0,0.0,42.0,5.0,2.0,1.0,1438.3,0.0,1438.3,0.612,4660.0,87.0,0.891,0.0,0.0,0.0,False,False,True,8.446770727119691,7.271217139609844,3.9808626084651078,0.0
3389,42.0,2.0,3.0,0.0,0.0,23.0,6.0,3.0,1.0,2483.0,1297.0,1186.0,0.744,3478.0,64.0,0.939,0.522,1.0,0.0,False,False,True,8.154212694914229,7.817222785508166,3.9953296115545567,0.522351993556182
3390,50.0,3.0,0.0,2.0,0.0,45.0,5.0,3.0,5.0,20437.0,1020.0,19417.0,0.563,4166.0,66.0,0.737,0.05,0.0,0.0,False,False,True,8.334711621820917,9.925102262508537,4.145056879794492,0.049909477907716396
3391,39.0,5.0,3.0,0.0,0.0,36.0,3.0,3.0,3.0,3664.0,0.0,3664.0,0.419,1479.0,44.0,0.913,0.0,0.0,0.0,False,False,False,7.2991214627108,8.20631072579402,3.514931828792539,0.0
3392,58.0,0.0,1.0,1.0,0.0,36.0,6.0,3.0,1.0,4377.0,1500.0,2877.0,0.789,3900.0,62.0,0.938,0.343,1.0,1.0,True,False,True,8.268731832117737,8.384118837190895,4.141597447072646,0.3427004797806717
3393,43.0,3.0,1.0,0.0,0.0,31.0,4.0,3.0,2.0,5702.0,0.0,5702.0,0.773,3928.0,75.0,0.744,0.0,1.0,0.0,True,True,False,8.275885669474356,8.648572269472618,3.958397555938046,0.0
3394,50.0,1.0,3.0,3.0,0.0,44.0,3.0,3.0,2.0,3370.0,1133.0,2237.0,0.722,4726.0,86.0,0.686,0.336,0.0,0.0,False,False,True,8.460834457746854,8.122668023346407,4.006487161493346,0.33620178041543025
3395,41.0,3.0,0.0,2.0,1.0,35.0,2.0,3.0,2.0,33889.0,1203.0,32686.0,0.944,14954.0,112.0,0.623,0.035,1.0,0.0,True,False,True,9.61273410155986,10.43084575693648,4.8942352302647665,0.03549824426805158
3396,44.0,3.0,2.0,2.0,0.0,33.0,6.0,3.0,2.0,15468.0,1187.0,14281.0,0.93,4484.0,81.0,0.841,0.077,0.0,0.0,True,False,True,8.40827078419205,9.646528652727188,4.013821629519612,0.07673907421773984
3397,34.0,2.0,1.0,0.0,0.0,21.0,6.0,1.0,3.0,5015.0,1671.0,3344.0,0.689,3161.0,77.0,0.878,0.333,0.0,0.0,False,True,False,8.058643712215618,8.520188700396035,3.714838290361934,0.33320039880358926
3398,50.0,1.0,3.0,2.0,0.0,37.0,2.0,2.0,2.0,20708.0,1357.0,19351.0,0.852,8503.0,88.0,0.571,0.066,0.0,0.0,False,False,False,9.048174321385792,9.938275378021793,4.570837506907586,0.06553022986285494
3399,32.0,0.0,1.0,0.0,0.0,25.0,2.0,3.0,0.0,8851.0,1753.0,7098.0,0.627,14783.0,110.0,0.864,0.198,0.0,0.0,True,True,False,9.60123315090109,9.088285725968877,4.900752785108674,0.19805671675516892
3400,56.0,5.0,3.0,1.0,0.0,37.0,4.0,2.0,1.0,2607.0,1702.0,905.0,0.802,4949.0,74.0,0.762,0.653,0.0,0.0,False,False,False,8.506940814951886,7.865955413933502,4.202875721747716,0.6528576908323743
3401,45.0,4.0,1.0,3.0,0.0,36.0,6.0,3.0,3.0,23000.0,1097.0,21903.0,1.095,3886.0,70.0,0.667,0.048,0.0,1.0,False,False,False,8.265135629937385,10.043249494911286,4.016640387888026,0.04769565217391304
3402,50.0,2.0,3.0,4.0,0.0,42.0,2.0,1.0,2.0,31782.0,0.0,31782.0,1.056,4800.0,53.0,0.395,0.0,0.0,0.0,True,True,False,8.476371196895983,10.366655370772582,4.50607928334386,0.0
3403,40.0,3.0,3.0,1.0,0.0,30.0,6.0,3.0,3.0,2583.0,2235.0,348.0,0.508,4500.0,83.0,0.509,0.865,0.0,0.0,True,True,False,8.411832675758411,7.8567067930958405,3.992992067961813,0.8652729384436701
3404,34.0,1.0,1.0,0.0,0.0,28.0,4.0,3.0,4.0,2707.0,2036.0,671.0,0.827,1926.0,33.0,0.941,0.752,0.0,0.0,True,False,True,7.563200592358071,7.903596289614301,4.0666930308915905,0.7521241226449945
3405,59.0,1.0,3.0,1.0,0.0,36.0,1.0,2.0,3.0,3510.0,941.0,2569.0,0.717,4833.0,77.0,0.75,0.268,0.0,0.0,False,False,False,8.483222671845084,8.163371316459912,4.1394172499914,0.26809116809116806
3406,45.0,3.0,2.0,0.0,0.0,36.0,4.0,2.0,4.0,2330.0,2294.0,36.0,0.456,2107.0,40.0,0.333,0.985,0.0,0.0,True,True,False,7.653020413804189,7.753623546559746,3.9641409596902526,0.984549356223176
3407,52.0,1.0,1.0,0.0,0.0,36.0,3.0,3.0,2.0,1795.0,0.0,1795.0,0.718,2281.0,55.0,0.618,0.0,0.0,0.0,False,True,False,7.732369222284388,7.492760300922379,3.7250360370519173,0.0
3408,63.0,1.0,3.0,0.0,0.0,53.0,6.0,1.0,3.0,2675.0,2517.0,158.0,0.957,1959.0,56.0,1.0,0.941,0.0,0.0,False,False,False,7.580189417944541,7.891704659330107,3.5548377272093914,0.9409345794392523
3409,34.0,0.0,1.0,1.0,0.0,13.0,3.0,3.0,2.0,3870.0,1394.0,2476.0,0.827,1588.0,36.0,0.714,0.36,0.0,0.0,False,False,False,7.370230641807081,8.261009786023827,3.786711703350971,0.36020671834625323
3410,38.0,0.0,0.0,0.0,0.0,26.0,5.0,1.0,4.0,2230.0,0.0,2230.0,0.896,3766.0,63.0,0.909,0.0,0.0,0.0,False,True,False,8.233768709217097,7.709756864454165,4.090633982825565,0.0
3411,34.0,3.0,4.0,1.0,0.0,28.0,2.0,3.0,2.0,3744.0,0.0,3744.0,0.796,8202.0,69.0,0.769,0.0,0.0,0.0,False,True,False,9.012133305952004,8.227909837597483,4.778026801354745,0.0
3412,48.0,3.0,4.0,0.0,1.0,35.0,5.0,1.0,3.0,10357.0,0.0,10357.0,0.506,911.0,25.0,0.19,0.0,0.0,0.0,False,True,False,6.814542897259958,9.24541789858888,3.5956670723917576,0.0
3413,49.0,1.0,0.0,3.0,0.0,36.0,2.0,3.0,2.0,19846.0,2162.0,17684.0,0.602,16908.0,122.0,0.694,0.109,0.0,1.0,False,False,False,9.73554216168668,9.895757754474186,4.931521116953424,0.10893882898317041
3414,53.0,2.0,3.0,1.0,0.0,36.0,6.0,2.0,4.0,2956.0,1391.0,1565.0,0.698,2116.0,63.0,0.575,0.471,0.0,0.0,False,True,False,7.65728279297819,7.991592282068092,3.5141480665866576,0.4705683355886333
3415,39.0,4.0,5.0,0.0,0.0,27.0,2.0,1.0,1.0,8587.0,1324.0,7263.0,0.897,8854.0,92.0,0.643,0.154,0.0,0.0,False,True,False,9.088624613292087,9.058004710672485,4.566836036243046,0.1541865610807034
3416,63.0,0.0,2.0,0.0,0.0,44.0,3.0,4.0,2.0,1938.0,0.0,1938.0,0.536,3974.0,56.0,0.931,0.0,0.0,0.0,True,False,False,8.287528423111763,7.569411792450712,4.262176732376613,0.0
3417,27.0,0.0,3.0,0.0,0.0,17.0,4.0,2.0,2.0,2042.0,1567.0,475.0,0.744,5146.0,78.0,0.733,0.767,0.0,0.0,True,False,True,8.545974992841689,7.621684998724611,4.189266166152098,0.767384916748286
3418,44.0,3.0,5.0,2.0,0.0,40.0,2.0,1.0,1.0,7212.0,1008.0,6204.0,0.727,5169.0,82.0,0.745,0.14,0.0,1.0,False,False,True,8.550434525196039,8.883501584323207,4.143715277931786,0.13976705490848584
3419,27.0,0.0,3.0,4.0,0.0,17.0,6.0,2.0,2.0,8713.0,1354.0,7359.0,0.558,2094.0,36.0,0.333,0.155,0.0,0.0,False,True,False,7.646831391430482,9.072571442231286,4.0633124529743725,0.15539997704579364
3420,48.0,4.0,0.0,0.0,0.0,41.0,5.0,3.0,4.0,2340.0,1680.0,660.0,0.791,4751.0,83.0,0.804,0.718,0.0,0.0,False,False,True,8.46611040118692,7.757906208351747,4.047269793390323,0.717948717948718
3421,31.0,0.0,3.0,1.0,0.0,21.0,3.0,3.0,0.0,2158.0,1729.0,429.0,1.1,1718.0,42.0,0.448,0.801,0.0,0.0,False,True,False,7.4489161025442,7.67693714581808,3.7112464842608324,0.8012048192771084
3422,36.0,2.0,0.0,1.0,0.0,31.0,5.0,3.0,1.0,3002.0,1002.0,2000.0,1.033,2624.0,46.0,1.0,0.334,0.0,1.0,False,False,False,7.8724551500639794,8.007034012193408,4.043813753574884,0.33377748167888077
